Years ago	SST (degree C)
13.147410358565736	27.517808874296517
13.227091633466134	28.006618047998348
13.306772908366534	28.829037894796187
13.386454183266933	28.70638356519914
13.466135458167331	28.919904554477192
13.54581673306773	29.013145671112344
13.625498007968128	28.901282318294808
13.705179282868526	28.75686948717577
13.784860557768924	28.382345592444995
13.864541832669325	27.863007239799007
13.94422310756972	27.66212957092637
14.02390438247012	27.28390056756337
14.103585657370518	27.85003481936276
14.183266932270916	27.70060295002861
14.262948207171316	29.09605074997689
14.342629482071713	28.987700204329503
14.422310756972111	28.908878136859556
14.50199203187251	28.97873225058167
14.581673306772908	29.310767128357394
14.661354581673306	28.732961164402244
14.741035856573705	28.51420014822763
14.820717131474105	27.941971287372063
14.9003984063745	27.4121259224185
14.9800796812749	27.04596188457948
15.059760956175298	26.979520428809803
15.139442231075696	27.666045514379896
15.219123505976096	28.55691963829704
15.298804780876496	28.884228123239065
15.378486055776891	28.812303770170843
15.458167330677291	29.371954277755357
15.53784860557769	29.30162061770309
15.617529880478088	28.55484276913966
15.697211155378486	28.366117531783654
15.776892430278885	27.8374626155338
15.856573705179285	27.111083506866372
15.93625498007968	27.427336208104485
16.01593625498008	27.622209954126035
16.095617529880478	28.144915372952585
16.175298804780876	28.636140615610472
16.254980079681275	28.426699189612872
16.334661354581673	28.9246778918099
16.41434262948207	29.4945105801626
16.49402390438247	29.3601611890581
16.573705179282868	28.994514305891816
16.653386454183266	29.495819447196418
16.733067729083665	28.01126715320795
16.812749003984063	27.814644288269744
16.89243027888446	27.62620052904796
16.97211155378486	27.6693919716073
17.051792828685258	27.745419226607897
17.131474103585656	28.56769076614798
17.211155378486055	28.62815243563873
17.290836653386453	29.154979821762435
17.37051792828685	29.21439093565127
17.45019920318725	29.250587645600334
17.529880478087648	29.55439757000205
17.609561752988046	27.79982044222248
17.689243027888445	28.065878057112357
17.768924302788843	27.010159834858666
17.84860557768924	27.21842044026317
17.92828685258964	27.82065977530577
18.007968127490038	27.87928400572864
18.08764940239044	28.036676566621207
18.167330677290835	28.665408887222007
18.247011952191237	29.44990472846484
18.32669322709163	29.16089001048486
18.406374501992037	29.310962980659028
18.48605577689243	28.893671551971146
18.56573705179283	28.184519895718253
18.64541832669323	28.523183226797595
18.725099601593627	27.704150302910964
18.804780876494025	26.77245722400272
18.884462151394423	27.56991089064639
18.96414342629482	27.68146406056948
19.04382470119522	28.635730000438866
19.12350597609562	28.662243778470188
19.203187250996017	29.231604471344365
19.28286852589641	29.551496183694137
19.362549800796813	29.52575196203547
19.44223107569721	28.539911077883264
19.52191235059761	28.299649629247718
19.60159362549801	27.75751640665171
19.681274900398407	27.337975826443447
19.760956175298805	27.929636272084327
19.840637450199203	27.655469109503848
19.9203187250996	27.521734813699485
20.0	28.67535858411643
