Age (Years Ago),d18O (per mil)
16.2,-12.549584822579163
16.3,-11.782924507665227
16.400000000000002,-10.845570728746686
16.5,-11.249524562742812
16.6,-12.50018408807047
16.7,-12.911001586711302
16.8,-12.014868431502741
16.900000000000002,-11.003573051813605
17.0,-11.493070365749151
17.1,-12.76611878229441
17.2,-13.08867901579228
17.3,-12.635373692651608
17.400000000000002,-11.592038588102705
17.5,-11.268389925471467
17.6,-11.570258838860033
17.7,-12.408131914932435
17.8,-13.198718981724594
17.900000000000002,-13.321147507926574
18.0,-12.610110059689793
18.1,-11.770359352405025
18.2,-11.56794213500122
18.3,-11.885141431521049
18.400000000000002,-12.709251086412486
18.5,-13.5757828894413
18.6,-13.716403017125963
18.7,-12.894291437463826
18.8,-12.022007247216006
18.900000000000002,-11.60058843995236
19.0,-12.307946425860017
19.1,-13.154256108854192
19.200000000000003,-13.755634321174798
19.3,-13.532315722607633
19.400000000000002,-12.661810635113541
19.5,-11.965049601129738
19.6,-12.459781374409527
19.700000000000003,-13.347928040438976
19.8,-14.019756883969173
19.900000000000002,-13.815335119859805
20.0,-12.810351128676272
20.1,-12.30929413731846
20.200000000000003,-12.599172371698229
20.3,-13.68769507185597
20.400000000000002,-14.244936951683906
20.5,-13.935082439945772
20.6,-12.855012471559881
20.700000000000003,-12.416802148537563
20.8,-12.796860622873291
20.900000000000002,-13.902567965357674
21.0,-14.678934880009859
21.1,-13.649045656257673
21.200000000000003,-12.692069539673918
21.3,-14.169863479821212
21.400000000000002,-14.912411613232521
21.5,-13.232731573532332
21.6,-13.42704861517695
21.700000000000003,-14.982018255058266
21.8,-14.524164537624676
21.900000000000002,-13.31938740727279
22.0,-14.26614493927947
22.1,-15.305128771560517
22.200000000000003,-15.039044972963982
22.3,-14.627646821522754
22.400000000000002,-14.156069013005382
22.5,-13.677319199835939
22.6,-13.636310407860616
22.700000000000003,-13.725120206569043
22.8,-13.895448035710151
22.900000000000002,-14.52696129252101
23.0,-15.16134196409967
23.1,-15.436875039629246
23.200000000000003,-15.214790190913954
23.3,-14.982427595838196
23.400000000000002,-14.59067356317201
23.5,-14.157344350222422
23.6,-13.828809171140763
23.700000000000003,-13.767191203370194
23.8,-14.189132636518787
23.900000000000002,-14.702046400795302
24.0,-15.328319687941228
24.1,-15.484591163155303
24.200000000000003,-15.6708998450075
24.3,-14.191593376251747
24.400000000000002,-14.479043818364389
24.5,-15.808606708509254
24.6,-15.030407009930451
24.700000000000003,-14.278428101145835
24.8,-15.898319469086086
24.900000000000002,-15.712415233618652
25.0,-14.372053816916523
25.1,-15.594919854639075
25.200000000000003,-16.64440006394318
25.3,-16.30559566222265
25.400000000000002,-15.697908297878303
25.5,-15.216790163643438
25.6,-14.67846998956184
25.700000000000003,-14.784639905942091
25.8,-15.016327045755272
25.900000000000002,-15.592268594810312
26.0,-16.136750184996917
26.1,-16.679460762893484
26.200000000000003,-16.710382567333344
26.3,-16.437455423388858
26.400000000000002,-15.922688576982214
26.5,-15.470529149156683
26.6,-14.907249058711226
26.700000000000003,-14.86116449749459
26.8,-15.362983569590824
26.900000000000002,-15.734311996231613
27.0,-16.379572952175785
27.1,-16.80513177324078
27.200000000000003,-16.957563422581018
27.3,-16.223971123309234
27.400000000000002,-15.3343031692587
27.5,-15.241577942433093
27.6,-15.979619575832537
27.700000000000003,-16.953271359071408
27.8,-17.01755964436515
27.900000000000002,-16.2569565081544
28.0,-15.675566182811474
28.1,-15.671238057608626
28.200000000000003,-16.403622932869997
28.3,-17.288290644695063
28.400000000000002,-17.261119825020256
28.5,-16.52896656916091
28.6,-15.858371683555031
28.700000000000003,-15.646589589237516
28.8,-16.44386004634957
28.900000000000002,-17.282912424177905
29.0,-17.653717046352966
29.1,-17.06261077782431
29.200000000000003,-16.228187204155898
29.3,-15.880680276905103
29.400000000000002,-16.384981192970102
29.5,-17.464782750253445
29.6,-18.025815512504035
29.700000000000003,-17.5045027157483
29.8,-16.68619476968416
29.900000000000002,-15.97788366261012
30.0,-16.31154195765908
30.1,-17.47402693820085
30.200000000000003,-18.12675106600321
30.3,-17.839254057983798
30.400000000000002,-16.964686482160207
30.5,-16.27184272098591
30.6,-16.774229284350284
30.700000000000003,-17.932906951638092
30.8,-18.297254923420674
30.900000000000002,-17.604167514043656
31.0,-16.878066908615367
31.1,-16.650686853704748
31.200000000000003,-17.66085612953185
31.3,-18.522956580600773
31.400000000000002,-18.61194663200143
31.5,-17.546807759692697
31.6,-16.986265467483577
31.700000000000003,-17.045968929352693
31.8,-18.202151439957873
31.900000000000002,-18.867873839763636
32.0,-18.61630916945128
32.1,-17.513969024457413
32.2,-16.910755373326225
32.300000000000004,-17.673293789449595
32.4,-18.639577734644895
32.5,-19.11304533655717
32.6,-18.556868308893677
32.7,-17.610197081673206
32.800000000000004,-17.40202274286416
32.9,-18.1297846304647
33.0,-19.259682998518276
33.1,-19.186045186492848
33.2,-18.75221546369525
33.300000000000004,-17.8774864033973
33.4,-17.655078680113924
33.5,-18.064523811726726
33.6,-19.063627133668703
33.7,-19.703182689082457
33.800000000000004,-19.08338960511346
33.9,-18.12649405839841
34.0,-17.784719884734873
34.1,-18.172513862238418
34.2,-19.118109133503676
34.300000000000004,-19.80009363265516
34.4,-19.21805719835384
34.5,-18.06320902309817
34.6,-18.27540389306085
34.7,-19.635039818821458
34.800000000000004,-20.068333371855775
34.9,-19.379130141695068
35.0,-18.280805589939014
35.1,-18.6863678395156
35.2,-19.875560728860954
35.300000000000004,-20.297313491980297
35.4,-20.00112611269573
35.5,-19.397513656652958
35.6,-19.015768625465647
35.7,-18.563866996887125
35.800000000000004,-18.53356044681112
35.9,-18.998092534000193
36.0,-19.61726786071801
36.1,-20.22131934639146
36.2,-20.60568788752768
36.300000000000004,-20.45522733271458
36.4,-20.0878643448179
36.5,-19.475005516353356
36.6,-18.888526944212856
36.7,-18.65477887348489
36.800000000000004,-18.896275216073068
36.9,-19.35329375622849
37.0,-20.014732070873684
37.1,-20.831075849031034
37.2,-20.87115291044242
37.300000000000004,-19.919778223838595
37.4,-19.030832244171506
37.5,-19.446088709745965
37.6,-20.66353112300609
37.7,-20.991153187134135
37.800000000000004,-20.118032867793477
37.9,-19.320175433193135
38.0,-19.587619975450888
38.1,-20.77457433951496
38.2,-21.294746005627008
38.300000000000004,-20.466657556989144
38.400000000000006,-19.4660176140526
38.5,-19.727220422937258
38.6,-21.161246505080303
38.7,-21.510531936291674
38.800000000000004,-20.664142043290283
38.900000000000006,-19.707044986744222
39.0,-19.961690640795855
39.1,-21.198032631922793
39.2,-21.75389174902078
39.300000000000004,-20.45347652868841
39.400000000000006,-20.24379680423377
39.5,-21.799330823309948
39.6,-21.32179087917724
39.7,-20.186166665322197
39.800000000000004,-21.538361047568554
39.900000000000006,-22.03484637496227
40.0,-20.596283998600413
40.1,-20.81435705976077
40.2,-22.375686267125296
40.300000000000004,-22.104025504256132
40.400000000000006,-21.009277950289626
40.5,-20.859998573254725
40.6,-21.88584906683765
40.7,-22.802782462081513
40.800000000000004,-22.098680774760815
40.900000000000006,-21.101661529064117
41.0,-21.140908484039986
41.1,-22.16571144081478
41.2,-22.992452722739763
41.300000000000004,-22.204234029557146
41.400000000000006,-21.08776215659683
41.5,-21.486764403664644
41.6,-22.610283066003674
41.7,-23.2105996923338
41.800000000000004,-22.39340994232241
41.900000000000006,-21.4038791509014
42.0,-21.57361860770978
42.1,-22.98760488941803
42.2,-23.49520608400984
42.300000000000004,-23.077153465563434
42.400000000000006,-22.615727885794474
42.5,-21.975175180966215
42.6,-21.592370895224292
42.7,-21.476229233551173
42.800000000000004,-22.20272521059371
42.900000000000006,-22.823134172554898
43.0,-23.340412310616994
43.1,-23.514695294667806
43.2,-23.454226727909717
43.300000000000004,-22.930827849300425
43.400000000000006,-22.217668923258877
43.5,-21.833967965633686
43.6,-21.82082093540245
43.7,-22.180830372086415
43.800000000000004,-22.826578482629156
43.900000000000006,-23.546232858882508
44.0,-23.895906690666937
44.1,-23.60779462300133
44.2,-22.666167503397585
44.300000000000004,-21.98192370626303
44.400000000000006,-22.534481613507225
44.5,-23.535761693450034
44.6,-23.96358788172777
44.7,-23.689942573861956
44.800000000000004,-22.58918034808712
44.900000000000006,-22.28776997751237
45.0,-22.92966702424169
45.1,-23.932724237907504
45.2,-24.48090549347355
45.300000000000004,-24.178915142457477
45.400000000000006,-23.571480439860245
45.5,-23.16553338196006
45.6,-22.670804140618912
45.7,-22.51773578815261
45.800000000000004,-22.91714943907873
45.900000000000006,-23.623164302063085
46.0,-24.071921788858074
46.1,-24.753084378054382
46.2,-24.61610380601892
46.300000000000004,-24.26286204104454
46.400000000000006,-23.690623031831187
46.5,-23.033446197309345
46.6,-22.84620802858266
46.7,-23.052157229052153
46.800000000000004,-23.34553719509862
46.900000000000006,-24.048444291270446
47.0,-24.506092619736016
47.1,-24.9905001701052
47.2,-24.428082503175673
47.300000000000004,-23.34753447523035
47.400000000000006,-23.16643119850893
47.5,-23.94852302081877
47.6,-24.952717970622533
47.7,-24.89519752396504
47.800000000000004,-23.896688199253397
47.900000000000006,-23.246902204591862
48.0,-23.624438232412988
48.1,-24.704990497395052
48.2,-25.39435307485465
48.300000000000004,-23.99757885382151
48.400000000000006,-24.092270370988665
48.5,-25.43922280115271
48.6,-24.74284925764903
48.7,-23.776121271369487
48.800000000000004,-25.53822022339558
48.900000000000006,-25.56753883401295
49.0,-24.090579540261565
49.1,-24.951249667785596
49.2,-26.03427401261944
49.300000000000004,-25.7645451854194
49.400000000000006,-25.23024792716628
49.5,-24.760643136033686
49.6,-24.201901392362288
49.7,-24.18608285741567
49.800000000000004,-24.61070683454125
49.900000000000006,-25.08483218967827
50.0,-25.86211470991321
50.1,-26.30956385024121
50.2,-26.30012789129531
50.300000000000004,-25.867492097926917
50.400000000000006,-25.280860865816766
50.5,-24.804085572010187
50.6,-24.35031178709336
50.7,-24.428609678528993
50.800000000000004,-25.06112924218146
50.900000000000006,-25.740767369367685
51.0,-26.260450198555546
51.1,-26.66388574670196
51.2,-26.209938966787156
51.300000000000004,-25.019219058164236
51.400000000000006,-24.777334805729218
51.5,-25.651666117390775
51.6,-26.48791276954319
51.7,-26.554972835019388
51.800000000000004,-25.663732014310842
51.900000000000006,-25.055521242619502
52.0,-25.273813827701616
52.1,-26.496278039017554
52.2,-27.02479289963649
52.300000000000004,-26.29846344539051
52.400000000000006,-25.237900541542526
52.5,-25.61212825518396
52.6,-26.832056536440536
52.7,-27.38562974085966
52.800000000000004,-26.510794402102107
52.900000000000006,-25.526854331788808
53.0,-25.811635610304865
53.1,-26.96173635174201
53.2,-27.500572475607925
53.300000000000004,-26.75478271335263
53.400000000000006,-25.782786449957463
53.5,-25.953045925686517
53.6,-27.13463676168525
53.7,-27.766378778195456
53.800000000000004,-26.95532903580525
53.900000000000006,-25.938719613734527
54.0,-26.319217213167725
54.1,-27.363996419707046
54.2,-28.230621086837196
54.300000000000004,-27.656707216500138
54.400000000000006,-27.254636577725154
54.5,-26.77625517444233
54.6,-26.230021622960578
54.7,-26.259384313217296
54.800000000000004,-26.399463483664114
54.900000000000006,-26.872459572419167
55.0,-27.566479882715445
55.1,-27.99480110590401
55.2,-28.200580222259095
55.300000000000004,-28.012103858297404
55.400000000000006,-27.405852725074404
55.5,-26.910668175595365
55.6,-26.502872672220505
55.7,-26.292975784665487
55.800000000000004,-26.544719867174063
55.900000000000006,-27.10049598879182
56.0,-27.878811907499728
56.1,-28.173957518932163
56.2,-28.553022840976016
56.300000000000004,-27.76570582603371
56.400000000000006,-26.697373760467173
56.5,-26.83099221804411
56.6,-28.037328130310506
56.7,-28.793682016875298
56.800000000000004,-27.969642856495344
56.900000000000006,-26.984592483110617
57.0,-27.189160714780982
57.1,-28.4892065221529
57.2,-29.053349544276244
57.300000000000004,-28.893114304549712
57.400000000000006,-28.411408836189015
57.5,-27.810640298026414
57.6,-27.106316239326166
57.7,-27.035118795438652
57.800000000000004,-27.35139130202902
57.900000000000006,-27.745084139217443
58.0,-28.523791829106283
58.1,-29.26135077853044
58.2,-29.018600125682383
58.300000000000004,-29.14612605413727
58.400000000000006,-28.54516704040421
58.5,-27.737877332115282
58.6,-27.33791171674966
58.7,-27.29967888088154
58.800000000000004,-27.544707902363335
58.900000000000006,-28.06229476040462
59.0,-28.724387611211398
59.1,-29.257049609771673
59.2,-29.461393474724883
59.300000000000004,-29.279745885423672
59.400000000000006,-28.820798066850514
59.5,-28.13713438862924
59.6,-27.781035741506596
59.7,-27.699758194319763
59.800000000000004,-27.879755734662588
59.900000000000006,-28.474459761952513
60.0,-29.356972966441468
60.1,-29.63040156058791
60.2,-29.65489582648847
60.300000000000004,-29.31447442406929
60.400000000000006,-28.662876123258723
60.5,-28.204543433529967
60.6,-27.942364821276033
60.7,-28.02469299326098
60.800000000000004,-28.42401335298776
60.900000000000006,-29.161720235750927
61.0,-29.631704618886804
61.1,-29.874098790189976
61.2,-29.73850719052276
61.300000000000004,-29.203557938075377
