Age (Years Ago),d18O (per mil)
25.400000000000002,-11.30547947665314
25.5,-10.739697225809369
25.6,-10.284468764324371
25.700000000000003,-10.32175894983892
25.8,-10.614330813452067
25.900000000000002,-11.1771479356954
26.0,-11.8195082831476
26.1,-12.26356482235206
26.200000000000003,-12.367844991437558
26.3,-12.089372587559442
26.400000000000002,-11.637094703531433
26.5,-11.182260592464237
26.6,-10.532982413722015
26.700000000000003,-10.506332978164822
26.8,-10.811253535416792
26.900000000000002,-11.405856865448056
27.0,-12.127577834566951
27.1,-12.51323294186058
27.200000000000003,-12.65927161357179
27.3,-12.3645848191844
27.400000000000002,-12.019844260560271
27.5,-11.491406758935819
27.6,-10.978338823458321
27.700000000000003,-10.839401851195937
27.8,-11.00326213936112
27.900000000000002,-11.317410204962114
28.0,-11.90818308037001
28.1,-12.513774186007067
28.200000000000003,-12.825203105623677
28.3,-12.903661955395563
28.400000000000002,-12.677440534026793
28.5,-12.00890030979952
28.6,-11.356822955621757
28.700000000000003,-10.94570320409537
28.8,-11.088989090245914
28.900000000000002,-11.738415541846596
29.0,-12.477955638479143
29.1,-12.976357384957842
29.200000000000003,-13.124387335592097
29.3,-12.888981237135818
29.400000000000002,-12.361351586361316
29.5,-11.652473646581507
29.6,-11.376269478331153
29.700000000000003,-11.251299367157575
29.8,-11.568278191459443
29.900000000000002,-12.137705439550649
30.0,-12.757568258706387
30.1,-13.228189431560104
30.200000000000003,-13.400292525804511
30.3,-12.983545586873076
30.400000000000002,-12.239114974140104
30.5,-11.60946889998388
30.6,-11.570437256301007
30.700000000000003,-11.740626612144233
30.8,-12.277090860881028
30.900000000000002,-13.245438437332357
31.0,-13.632510552606613
31.1,-13.69965676238618
31.200000000000003,-13.195831220180974
31.3,-12.735216232781278
31.400000000000002,-12.171875663205096
31.5,-11.810328012380538
31.6,-11.561012141449554
31.700000000000003,-11.81756426519405
31.8,-12.356555528203161
31.900000000000002,-12.902699090415185
32.0,-13.289716104237232
32.1,-13.829945032268972
32.2,-13.648716691107072
32.300000000000004,-13.410096375764
32.4,-12.595548981514867
32.5,-12.06634788841417
32.6,-12.15502400803648
32.7,-12.676482285312698
32.800000000000004,-13.419498941034075
32.9,-14.003326570273074
33.0,-14.081222234331634
33.1,-13.760089179055951
33.2,-13.331104271384774
33.300000000000004,-12.878965760379264
33.4,-12.48316107940602
33.5,-12.282118071838735
33.6,-12.363027948067504
33.7,-12.531205913650497
33.800000000000004,-12.623432217984021
33.9,-13.12121883659534
34.0,-13.670931995846479
34.1,-13.961457613283867
34.2,-14.160213410997306
34.300000000000004,-14.234018195834658
34.4,-13.96061143432809
34.5,-13.311108415411693
34.6,-12.740534853329017
34.7,-12.545410645018489
34.800000000000004,-12.442331989950718
34.9,-12.745656253047086
35.0,-13.484655133240986
35.1,-13.979940162477106
35.2,-14.417777737653063
35.300000000000004,-14.67002684049987
35.4,-14.345254641556453
35.5,-13.472683324210745
35.6,-12.76847631660477
35.7,-12.692338074301379
35.800000000000004,-13.095320764862754
35.9,-13.932485689296966
36.0,-14.43046555668457
36.1,-14.79220549292738
36.2,-14.803590198613596
36.300000000000004,-14.261267935473644
36.4,-13.739594170444617
36.5,-13.17537108209489
36.6,-13.027300633181044
36.7,-13.111777594635743
36.800000000000004,-13.496928219212476
36.9,-13.96319990201949
37.0,-14.423265965863385
37.1,-15.005080876398411
37.2,-15.007338893323341
37.300000000000004,-14.86682880025119
37.4,-14.343005139673833
37.5,-13.81612025794577
37.6,-13.348744905900393
37.7,-13.265464362369046
37.800000000000004,-13.375459394856145
37.9,-14.078804726913603
38.0,-14.657162411882346
38.1,-15.15882417688992
38.2,-15.280821920683117
38.300000000000004,-14.977401876075508
38.400000000000006,-14.550720167540875
38.5,-14.0291094700236
38.6,-13.562100752384525
38.7,-13.665741893974683
38.800000000000004,-13.765208163988392
38.900000000000006,-14.1213340150968
39.0,-14.886570530770936
39.1,-15.32918198122565
39.2,-15.429164501577887
39.300000000000004,-15.057574065456683
39.400000000000006,-14.753826306782349
39.5,-14.294008492789976
39.6,-13.934029297057661
39.7,-13.69001977733092
39.800000000000004,-14.071108566530524
39.900000000000006,-14.60790573739722
40.0,-15.235455297973964
40.1,-15.457256662057222
40.2,-15.68644356155687
40.300000000000004,-15.411971253408046
40.400000000000006,-14.895285387565703
40.5,-14.37952362248505
40.6,-13.855232239341605
40.7,-14.068233870874415
40.800000000000004,-14.466292379284601
40.900000000000006,-15.225506987824838
41.0,-15.713101765011592
41.1,-15.824089193366603
41.2,-15.949464647246442
41.300000000000004,-15.40422563379466
41.400000000000006,-14.957981021667422
41.5,-14.48886145853306
41.6,-14.263208599516693
41.7,-14.26877131772524
41.800000000000004,-14.656490679256448
41.900000000000006,-15.121568206959749
42.0,-15.710762015695494
42.1,-16.1461976735973
42.2,-16.32043654029552
42.300000000000004,-15.957023784508738
42.400000000000006,-15.350240121871547
42.5,-14.87794774900075
42.6,-14.40513697495633
42.7,-14.601469606430559
42.800000000000004,-14.902469270373265
42.900000000000006,-15.65144643504664
43.0,-16.253306587898017
43.1,-16.676123349915827
43.2,-16.39899866936345
43.300000000000004,-15.734402131347398
43.400000000000006,-15.203618069025604
43.5,-14.695326951026448
43.6,-14.78322349859344
43.7,-15.19819746561459
43.800000000000004,-15.809503637391375
43.900000000000006,-16.41051664310197
44.0,-16.752922239036547
44.1,-16.5659940859547
44.2,-16.36252013304566
44.300000000000004,-15.781130413401709
44.400000000000006,-15.454513653318644
44.5,-14.945495911261053
44.6,-14.719887544161
44.7,-15.26298111455399
44.800000000000004,-15.493681873404762
44.900000000000006,-15.900992690617516
45.0,-16.490817978689705
45.1,-16.81934082841645
45.2,-17.011204899736892
45.300000000000004,-16.774007153069956
45.400000000000006,-16.315990678912424
45.5,-15.74516515465009
45.6,-15.33695230939912
45.7,-15.15456570131838
45.800000000000004,-15.263438783893736
45.900000000000006,-15.628571837534105
46.0,-16.101240748053836
46.1,-16.73953877498397
46.2,-17.032137024320555
46.300000000000004,-17.01644348257666
46.400000000000006,-16.770514542467073
46.5,-16.015498948390807
46.6,-15.681563074891157
46.7,-15.509922794732006
46.800000000000004,-15.846156412967883
46.900000000000006,-16.441676229462264
47.0,-17.03392033094907
47.1,-17.473159283439305
47.2,-17.259959596997412
47.300000000000004,-17.089445660238272
47.400000000000006,-16.342290841204637
47.5,-15.914947069991198
47.6,-15.65245558673605
47.7,-15.608814123062972
47.800000000000004,-16.031341924454015
47.900000000000006,-16.504094972464273
48.0,-16.90881811170182
48.1,-17.53366434211157
48.2,-17.66830652619656
48.300000000000004,-17.52191021887852
48.400000000000006,-16.963390382567123
48.5,-16.441112706261396
48.6,-15.94568596012779
48.7,-15.876891395669443
48.800000000000004,-16.068674968236532
48.900000000000006,-16.576393375516496
49.0,-17.285686509479188
49.1,-17.796541385100774
49.2,-18.012093438743165
49.300000000000004,-17.71909141038145
49.400000000000006,-17.1558331974604
49.5,-16.6894574723824
49.6,-16.11222372555922
49.7,-15.962037740223218
49.800000000000004,-16.256762054703888
49.900000000000006,-16.844495123636197
50.0,-17.62269383272596
50.1,-18.181706114778507
50.2,-18.023100371511756
50.300000000000004,-17.85091501829952
50.400000000000006,-17.292288953914696
50.5,-16.77191063161548
50.6,-16.22148193376443
50.7,-16.40280464835543
50.800000000000004,-16.79001908078758
50.900000000000006,-17.497964308378958
51.0,-18.169789907551394
51.1,-18.371182872849584
51.2,-18.1014505164468
51.300000000000004,-17.74306291320153
51.400000000000006,-17.2477757873176
51.5,-16.938498824338346
51.6,-16.655777642948873
51.7,-16.63300704840187
51.800000000000004,-16.885753576745696
51.900000000000006,-17.614796820228904
52.0,-17.950003866077562
52.1,-18.525638206277595
52.2,-18.69433791998712
52.300000000000004,-18.520436523364125
52.400000000000006,-17.81999752436227
52.5,-17.222401762340272
52.6,-16.983438352493078
52.7,-16.947113903989706
52.800000000000004,-17.143325822321216
52.900000000000006,-18.024980619041347
53.0,-18.65249520319066
53.1,-18.903099073181725
53.2,-18.98075077865999
53.300000000000004,-18.342617511173078
53.400000000000006,-17.798727242375268
53.5,-17.215960475547526
53.6,-16.927334796599947
53.7,-17.08948486732802
53.800000000000004,-17.539150784799112
53.900000000000006,-17.795244958205085
54.0,-18.53172218053051
54.1,-18.987584276064737
54.2,-19.12754623721533
54.300000000000004,-18.9675201230621
54.400000000000006,-18.63364971260532
54.5,-18.18301486885005
54.6,-17.707519215044137
54.7,-17.36567737266755
54.800000000000004,-17.348341752451734
54.900000000000006,-17.55030101606326
55.0,-17.916627647609346
55.1,-18.429392675065706
55.2,-18.897009850621252
55.300000000000004,-19.40690798506818
55.400000000000006,-19.167315137173873
55.5,-18.98529624085721
55.6,-18.17125121720441
55.7,-17.745404028944634
55.800000000000004,-17.665840477721996
55.900000000000006,-17.853588387854558
56.0,-18.61500901779247
56.1,-19.271717446652076
56.2,-19.713878017084845
56.300000000000004,-19.465135499709014
56.400000000000006,-19.015885341916405
56.5,-18.527616071517397
56.6,-18.00153612210518
56.7,-17.817009370198445
56.800000000000004,-17.809547155087845
56.900000000000006,-18.15545923849317
57.0,-18.779297154442375
57.1,-19.207091923884693
57.2,-19.812201153898794
57.300000000000004,-19.75210615712538
57.400000000000006,-19.506069574764226
57.5,-18.888432020749296
57.6,-18.401771611647888
57.7,-17.999779541418032
57.800000000000004,-18.162474013429772
57.900000000000006,-18.529936375196826
58.0,-19.380207127350932
58.1,-20.000953595011236
58.2,-20.042420241001796
58.300000000000004,-19.91368285592787
58.400000000000006,-19.415586140166862
58.5,-18.761272147124117
58.6,-18.331238630267176
58.7,-18.250842999317094
58.800000000000004,-18.51770218929897
58.900000000000006,-19.005025153352893
59.0,-19.569927441039376
59.1,-20.128291553928314
59.2,-20.318961836764405
59.300000000000004,-20.18583120735363
59.400000000000006,-19.725349020244476
59.5,-19.25301657678164
59.6,-18.89037879814807
59.7,-18.504531873498912
59.800000000000004,-18.54184231420312
59.900000000000006,-18.953745141267795
60.0,-19.495090840244657
60.1,-20.0342386815121
60.2,-20.509931377383534
60.300000000000004,-20.582110719874283
60.400000000000006,-20.264106646505365
60.5,-19.53544154615942
60.6,-18.911431935004604
60.7,-18.67307836452345
60.800000000000004,-19.002348694385756
60.900000000000006,-19.59101325862241
61.0,-20.47001562120221
61.1,-20.935570536162462
61.2,-20.83699491022703
61.300000000000004,-20.64668275736304
61.400000000000006,-20.36795479813747
61.5,-20.01223111900593
61.6,-19.710773610667026
61.7,-19.468971603512617
61.800000000000004,-19.172507668593443
61.900000000000006,-19.028101549696128
62.0,-19.021425268921455
62.1,-19.116062954861373
62.2,-19.34047191289034
62.300000000000004,-19.656563325107793
62.400000000000006,-19.976336663410063
62.5,-20.33550913063314
62.6,-20.693512479849662
62.7,-20.929750119031198
62.800000000000004,-20.980789489607954
62.900000000000006,-20.96706538762685
63.0,-21.025594893137857
63.1,-20.584195429668174
63.2,-20.196193423084246
63.300000000000004,-19.887459181603365
63.400000000000006,-19.552017851911838
63.5,-19.334701893190186
63.6,-19.123146458424394
63.7,-19.370824259089872
63.800000000000004,-19.646465538477035
63.900000000000006,-19.897184234736553
64.0,-20.428125578400927
64.10000000000001,-20.885961249696376
64.2,-21.141208744018254
64.3,-21.31538932357576
64.4,-20.867050918720036
64.5,-20.44169617947626
64.60000000000001,-19.644705808598268
64.7,-19.470218836576656
64.8,-19.50544161319288
64.9,-19.948831555905674
65.0,-20.760540611766896
65.10000000000001,-21.390002582881394
65.2,-21.55503691290745
65.3,-21.319819662605525
65.4,-20.811845323114937
65.5,-20.361182200342704
65.60000000000001,-19.802205003083735
65.7,-19.61031379547709
65.8,-19.848489599324424
65.9,-20.348196623210388
66.0,-21.010115503591546
66.10000000000001,-21.575757697167948
66.2,-21.92552140723579
66.3,-21.567713160101608
66.4,-21.163940228218195
66.5,-20.68752765735132
66.60000000000001,-20.30757732948098
66.7,-19.92569329744652
66.8,-19.98081945994532
66.9,-20.313557434705096
67.0,-20.911243193404864
67.10000000000001,-21.485516275764926
67.2,-21.812916436337204
67.3,-22.016209032225294
67.4,-21.677148937711028
67.5,-21.027405802715997
67.60000000000001,-20.37769265020074
67.7,-20.18643754233245
67.8,-20.476863871994613
67.9,-21.197393831435253
68.0,-21.841336073559866
68.10000000000001,-22.19330227182867
68.2,-22.048617929333545
68.3,-21.90249664502114
68.4,-21.2012014807495
68.5,-20.679574231889262
68.60000000000001,-20.407427315835065
68.7,-20.419728769801168
68.8,-20.695532952006857
68.9,-21.06680570806771
69.0,-21.813170905777724
69.10000000000001,-22.33798698711545
69.2,-22.34782551068209
69.3,-22.193647404934644
69.4,-21.87019490629977
69.5,-21.27978793762225
69.60000000000001,-20.90390395172691
69.7,-20.7202351537779
69.8,-20.96534883487926
69.9,-21.438013030379256
70.0,-22.00399001344363
70.10000000000001,-22.392688631925676
70.2,-22.82672122998812
70.3,-22.511727250902297
70.4,-22.252604694528507
70.5,-21.735103647627948
70.60000000000001,-21.226817265767725
70.7,-21.037921103849754
70.8,-20.858779287755688
70.9,-21.081798069465247
71.0,-21.495099709307535
71.10000000000001,-21.980668938434388
71.2,-22.41935938576299
71.3,-22.94017969103644
71.4,-22.982471929053503
71.5,-22.648992538727843
71.60000000000001,-22.037233716013496
71.7,-21.29013967040964
71.8,-21.133015754526333
71.9,-21.343857009087696
72.0,-21.801067444820024
72.10000000000001,-22.473413345391315
72.2,-23.02498383053483
72.3,-23.271332974107963
72.4,-22.788837042530563
72.5,-22.427964713368706
72.60000000000001,-21.920679076221504
72.7,-21.421050625773887
72.8,-21.335243861116762
72.9,-21.537369427708004
73.0,-22.148063683280785
73.10000000000001,-22.903486381671797
73.2,-23.446987939617753
73.3,-23.48238500328323
73.4,-22.982595504057777
73.5,-22.5101760336859
73.60000000000001,-21.84736873943778
73.7,-21.473746708462066
73.8,-21.733035672830592
73.9,-22.57622917512107
74.0,-23.13965051503289
74.10000000000001,-23.50095751400392
74.2,-23.52094147050191
74.3,-23.203408003531557
74.4,-22.580923883474863
74.5,-22.06597249717854
74.60000000000001,-21.816819184528345
74.7,-21.82067128420647
74.8,-22.101720807785714
74.9,-22.603827434715086
75.0,-23.230057516700754
75.10000000000001,-23.766478092596554
75.2,-23.91908993256054
75.3,-23.641299338829885
75.4,-23.044809024374278
75.5,-22.450187251650206
75.60000000000001,-22.004142515994335
75.7,-22.241449150646197
75.8,-22.948072317577896
75.9,-23.550369275476275
76.0,-23.962288078444537
76.10000000000001,-24.06840445513108
76.2,-23.753016075213782
76.3,-23.274380612805377
76.4,-22.6683435456672
76.5,-22.440107322992915
76.60000000000001,-22.28389589234277
76.7,-22.38556111527724
76.80000000000001,-22.80078768884726
76.9,-23.38537188564092
77.0,-23.85234887030826
77.10000000000001,-24.15773362228023
77.2,-24.51878882196909
77.30000000000001,-24.172877235275358
77.4,-23.43039288522137
77.5,-23.004097300783943
77.60000000000001,-22.54911065817564
77.7,-22.654831068948027
77.80000000000001,-23.45820985213767
77.9,-23.998458368627315
78.0,-24.772683416402774
78.10000000000001,-24.617702069184816
78.2,-24.320210975538856
78.30000000000001,-23.929082662302072
78.4,-23.31393467724711
78.5,-22.927582684872032
78.60000000000001,-22.84189788511991
78.7,-23.03103376704528
78.80000000000001,-23.21411820823591
78.9,-23.731059607386555
79.0,-24.33847087915732
79.10000000000001,-24.556630299554
79.2,-25.006734754409592
79.30000000000001,-24.8511976432005
79.4,-24.28970402823107
79.5,-23.657950842328532
79.60000000000001,-23.217016636908394
79.7,-22.985265961466016
79.80000000000001,-23.322544033827178
79.9,-23.684996466680463
80.0,-24.32824829724036
80.10000000000001,-24.8588246374594
80.2,-25.09418210627567
80.30000000000001,-24.902785498706283
80.4,-24.4364275788443
80.5,-23.807913545239973
80.60000000000001,-23.40157321959692
80.7,-23.189677904233676
80.80000000000001,-23.468624027755194
80.9,-23.945356229872452
81.0,-24.549637932475132
81.10000000000001,-25.11287840658914
81.2,-25.521319292343613
81.30000000000001,-25.106993654008463
81.4,-24.31926398198986
81.5,-23.779502193442244
81.60000000000001,-23.691307738293098
81.7,-24.159307222873323
81.80000000000001,-24.817853704533004
81.9,-25.35203037699546
82.0,-25.589254761408323
82.10000000000001,-25.349163476535693
82.2,-24.942620305264267
82.30000000000001,-24.55706615903271
82.4,-24.182458124585096
82.5,-23.698626094016966
82.60000000000001,-23.65343845436364
82.7,-23.878285022875414
82.80000000000001,-24.182088446001
82.9,-24.586467931156506
83.0,-25.14843921869739
83.10000000000001,-25.60169907843674
83.2,-25.781081075455617
83.30000000000001,-25.911781309700043
83.4,-25.633500041754235
83.5,-24.865925542839307
83.60000000000001,-24.3476288652685
83.7,-24.051905222924024
83.80000000000001,-23.97570915699346
83.9,-24.458743830573816
84.0,-25.24667338032242
84.10000000000001,-25.79283914034098
84.2,-26.05642591654539
84.30000000000001,-25.805095800959236
84.4,-25.266653786636002
84.5,-24.76479876586729
84.60000000000001,-24.201813668844697
84.7,-24.182674587544987
84.80000000000001,-24.71521479315881
84.9,-25.198653691025974
85.0,-25.989999429309336
85.10000000000001,-26.35463212410761
85.2,-26.271213282667556
85.30000000000001,-25.834493475341183
85.4,-25.30566788493609
85.5,-24.888850381777516
85.60000000000001,-24.467961089494327
85.7,-24.33083764941935
85.80000000000001,-24.720667905296935
85.9,-25.320086189474562
86.0,-25.90359077503132
86.10000000000001,-26.318937366403908
86.2,-26.673190848688808
86.30000000000001,-26.47565439964661
86.4,-26.159222852105493
86.5,-25.45213325363847
86.60000000000001,-25.00201385223801
86.7,-24.700037297824444
86.80000000000001,-24.80938033229003
86.9,-25.272489089530538
87.0,-25.6775947817691
87.10000000000001,-26.147477138937425
87.2,-26.513722579996823
87.30000000000001,-26.818134932680596
87.4,-26.484071368439594
87.5,-25.99270120846242
87.60000000000001,-25.27805326967211
87.7,-25.033667232504886
87.80000000000001,-24.988524709594728
87.9,-25.363345802968396
88.0,-26.203870066569028
88.10000000000001,-26.723720217718842
88.2,-27.02600202003356
88.30000000000001,-26.912968721345965
88.4,-26.35544913412493
88.5,-25.594161196694426
88.60000000000001,-25.23534178443895
88.7,-25.23685359259578
88.80000000000001,-25.86014067892227
88.9,-26.21821447560464
89.0,-27.039159490552223
89.10000000000001,-27.350449824910744
89.2,-27.319931329509426
89.30000000000001,-26.67523522588855
89.4,-26.20858868069985
89.5,-25.675907277684804
89.60000000000001,-25.4135558600105
89.7,-25.556883577352664
89.80000000000001,-26.13240241085996
89.9,-26.614858638316676
90.0,-27.320145022749895
90.10000000000001,-27.57250897152381
90.2,-27.31400032405166
90.30000000000001,-26.99968950337078
90.4,-26.59144915305783
90.5,-26.085973131233963
90.60000000000001,-25.698252383307732
90.7,-25.58563877401384
90.80000000000001,-25.97377814510902
90.9,-26.44522376021528
91.0,-27.056655159014866
91.10000000000001,-27.582669585151194
91.2,-27.791999753653414
91.30000000000001,-27.543115287204746
91.4,-26.87207885317433
91.5,-26.25086761086506
91.60000000000001,-25.91817667088844
91.7,-26.123174504250592
91.80000000000001,-26.769909114245543
91.9,-27.44811066227747
92.0,-28.009668105767663
92.10000000000001,-27.94730745098956
92.2,-27.629264124771826
92.30000000000001,-27.265038746330436
92.4,-26.84443581283763
92.5,-26.484134436301247
92.60000000000001,-26.213207444706207
92.7,-26.28410622595729
92.80000000000001,-26.39718886326005
92.9,-26.68465538178743
93.0,-27.32832321183036
93.10000000000001,-27.758431648505045
93.2,-28.04719465088323
93.30000000000001,-28.198861249994742
93.4,-27.96408095425836
93.5,-27.241916318394857
93.60000000000001,-26.81925575283825
93.7,-26.398307410823815
93.80000000000001,-26.377147916286994
93.9,-26.800128992274644
94.0,-27.589387251004133
94.10000000000001,-28.14084689147171
94.2,-28.58117787111882
94.30000000000001,-28.300222791798593
94.4,-27.81915980118074
94.5,-27.12596143409711
94.60000000000001,-26.68239984212854
94.7,-26.593997342571427
94.80000000000001,-27.001093548563052
94.9,-27.73729321911047
95.0,-28.24568168393467
95.10000000000001,-28.74384022674904
95.2,-28.588817526037772
95.30000000000001,-28.162937118402958
95.4,-27.620669719107557
95.5,-27.0813521306095
95.60000000000001,-26.88678986312681
95.7,-27.016850383860614
95.80000000000001,-27.474815530269026
95.9,-28.20730552294164
96.0,-28.626941389044735
96.10000000000001,-28.953023127749553
96.2,-28.973226689914352
96.30000000000001,-28.660513035224373
96.4,-27.97301144662281
96.5,-27.359796651536485
